PLOT,TREATMENT,REP,DISTREP,SAMP,DATE,PLANTDIST,NRSTHT,POADIST,POAHT,Mortality
26,OTC,263GC,1,0,15/05/2010,1,1.5,13.5,2.5,0
26,OTC,263GC,2,0,15/05/2010,9,1,NA,NA,0
26,OTC,263GC,3,0,15/05/2010,2,2,NA,NA,0
26,OTC,263GC,4,0,15/05/2010,5,1,16,4.5,0
26,OTC,264GC,1,0,15/05/2010,NA,NA,NA,NA,0
26,OTC,264GC,2,0,15/05/2010,9,4.5,9,4.5,0
26,OTC,264GC,3,0,15/05/2010,13,8,15,3.5,0
26,OTC,264GC,4,0,15/05/2010,7,1,11,4,0
27,CTL,271GC,1,0,15/05/2010,5,3.5,NA,NA,0
27,CTL,271GC,2,0,15/05/2010,12,1.5,8,2,0
27,CTL,271GC,3,0,15/05/2010,12,5,12,5,0
27,CTL,271GC,4,0,15/05/2010,5,2.5,NA,NA,0
27,CTL,272GC,1,0,15/05/2010,1,3,6.5,4.5,0
27,CTL,272GC,2,0,15/05/2010,7,3.5,0.5,2,0
27,CTL,272GC,3,0,15/05/2010,10,1.5,10,1.5,0
27,CTL,272GC,4,0,15/05/2010,5,3,6.5,3.5,0
27,CTL,273GC,1,0,15/05/2010,8,1.5,NA,NA,0
27,CTL,273GC,2,0,15/05/2010,1,1.4,7.5,4,0
27,CTL,273GC,3,0,15/05/2010,14,4.5,14,4.5,0
27,CTL,273GC,4,0,15/05/2010,5,0.5,NA,NA,0
27,CTL,274GC,1,0,15/05/2010,8,1.5,8,1.5,0
27,CTL,274GC,2,0,15/05/2010,8,4.5,8,4.5,0
27,CTL,274GC,3,0,15/05/2010,7,3.5,6.5,3.5,0
27,CTL,274GC,4,0,15/05/2010,4,2,5.5,4.5,0
28,OTC,281GC,1,0,15/05/2010,2,3.5,14,2,0
28,OTC,281GC,2,0,15/05/2010,10,4,10,4,0
28,OTC,281GC,3,0,15/05/2010,7,7.5,6.5,7.5,0
28,OTC,281GC,4,0,15/05/2010,NA,NA,NA,NA,0
28,OTC,282GC,1,0,15/05/2010,1,1.5,16,2.5,0
28,OTC,282GC,2,0,15/05/2010,5,3,NA,NA,0
28,OTC,282GC,3,0,15/05/2010,11,2,14,6,0
28,OTC,282GC,4,0,15/05/2010,5,5,NA,NA,0
28,OTC,283GC,1,0,15/05/2010,7,2,13.5,2,0
28,OTC,283GC,2,0,15/05/2010,12,3.5,11.5,3.5,0
28,OTC,283GC,3,0,15/05/2010,5,1.5,7.5,7,0
28,OTC,283GC,4,0,15/05/2010,5,3.5,NA,NA,0
28,OTC,284GC,1,0,15/05/2010,5,4,13,9,0
28,OTC,284GC,2,0,15/05/2010,4,4,NA,NA,0
28,OTC,284GC,3,0,15/05/2010,20,4,20,4,0
28,OTC,284GC,4,0,15/05/2010,5,8,5,8,0
29,CTL,291GC,1,0,15/05/2010,5,1,11.5,6,0
29,CTL,291GC,2,0,15/05/2010,2,2.5,10,4,0
29,CTL,291GC,3,0,15/05/2010,5,4,15,5,0
29,CTL,291GC,4,0,15/05/2010,5,2.5,NA,NA,0
29,CTL,292GC,1,0,15/05/2010,7,3,7,3,0
29,CTL,292GC,2,0,15/05/2010,6,2.5,9,3,0
29,CTL,292GC,3,0,15/05/2010,7,3,7,3,0
29,CTL,292GC,4,0,15/05/2010,15,2,NA,NA,0
29,CTL,293GC,1,0,15/05/2010,4,4.5,9.5,2,0
29,CTL,293GC,2,0,15/05/2010,14,2.5,NA,NA,0
29,CTL,293GC,3,0,15/05/2010,8,1.5,8,1.5,0
29,CTL,293GC,4,0,15/05/2010,8,2,NA,NA,0
29,CTL,294GC,1,0,15/05/2010,0,1.5,NA,NA,0
29,CTL,294GC,2,0,15/05/2010,2,2.5,7.5,3,0
29,CTL,294GC,3,0,15/05/2010,4,1.5,3.5,1.5,0
29,CTL,294GC,4,0,15/05/2010,2,3,2.5,2,0
30,OTC,301GC,1,0,15/05/2010,5,6,8.5,14,0
30,OTC,301GC,2,0,15/05/2010,9,2.5,20,5,0
30,OTC,301GC,3,0,15/05/2010,1,2,3.5,2,0
30,OTC,301GC,4,0,15/05/2010,6,4.5,NA,NA,0
30,OTC,302GC,1,0,15/05/2010,6,1.5,5.5,1.5,0
30,OTC,302GC,2,0,15/05/2010,3,0.5,NA,NA,0
30,OTC,302GC,3,0,15/05/2010,7,3.5,7,7,0
30,OTC,302GC,4,0,15/05/2010,1,1.5,1.5,3,0
30,OTC,303GC,1,0,15/05/2010,9,4.5,9,4.5,0
30,OTC,303GC,2,0,15/05/2010,4,4,8,2,0
30,OTC,303GC,3,0,15/05/2010,3,2.5,2,3,0
30,OTC,303GC,4,0,15/05/2010,6,3,5.5,3,0
30,OTC,304GC,1,0,15/05/2010,1,4,7,7.5,0
30,OTC,304GC,2,0,15/05/2010,2,2,6.5,5,0
30,OTC,304GC,3,0,15/05/2010,5,2,NA,NA,0
30,OTC,304GC,4,0,15/05/2010,10,5.5,15,8,0
31,CTL,311GC,1,0,15/05/2010,3,3,14,2,0
31,CTL,311GC,2,0,15/05/2010,4,2.5,7,4.5,0
31,CTL,311GC,3,0,15/05/2010,6,3,NA,NA,0
31,CTL,311GC,4,0,15/05/2010,7,0.5,NA,NA,0
31,CTL,312GC,1,0,15/05/2010,11,1.5,11,1.5,0
31,CTL,312GC,2,0,15/05/2010,8,4,NA,NA,0
31,CTL,312GC,3,0,15/05/2010,2,3,14,4,0
31,CTL,312GC,4,0,15/05/2010,6,1.5,14,1.5,0
31,CTL,313GC,1,0,15/05/2010,9,2,13,4,0
31,CTL,313GC,2,0,15/05/2010,6,2.5,6,2.5,0
31,CTL,313GC,3,0,15/05/2010,6,2,NA,NA,0
31,CTL,313GC,4,0,15/05/2010,16,5,16,5,0
31,CTL,314GC,1,0,15/05/2010,1,1.5,6.5,2.5,0
31,CTL,314GC,2,0,15/05/2010,9,2,NA,NA,0
31,CTL,314GC,3,0,15/05/2010,5,1,8,2,0
31,CTL,314GC,4,0,15/05/2010,4,1.5,4,1.5,0
32,OTC,321GC,1,0,15/05/2010,9,4,8.5,4,0
32,OTC,321GC,2,0,15/05/2010,7,5,7,6,0
32,OTC,321GC,3,0,15/05/2010,9,2.5,8.5,2.5,0
32,OTC,321GC,4,0,15/05/2010,14,2,16,6.5,0
32,OTC,322GC,1,0,15/05/2010,9,4,9,4,0
32,OTC,322GC,2,0,15/05/2010,1,2,1,2,0
32,OTC,322GC,3,0,15/05/2010,1,1,0.5,1,0
32,OTC,322GC,4,0,15/05/2010,2,2.5,2,2.5,0
32,OTC,323GC,1,0,15/05/2010,3,2,8.5,6,0
32,OTC,323GC,2,0,15/05/2010,10,3,15,6.5,0
32,OTC,323GC,3,0,15/05/2010,6,4,8,4,0
32,OTC,323GC,4,0,15/05/2010,9,2,12,6,0
32,OTC,324GC,1,0,15/05/2010,16,2.5,16,2.5,0
32,OTC,324GC,2,0,15/05/2010,3,5,2.5,5,0
32,OTC,324GC,3,0,15/05/2010,10,3,14.5,4.5,0
32,OTC,324GC,4,0,15/05/2010,9,5,9,5,0
1,CTL,11GC,1,2,25/04/2011,NA,NA,10,3,0
1,CTL,11GC,2,2,25/04/2011,NA,NA,3,3,0
1,CTL,11GC,3,2,25/04/2011,NA,NA,13,7,0
1,CTL,11GC,4,2,25/04/2011,NA,NA,13,4,0
1,CTL,12GC,1,2,25/04/2011,NA,NA,13,9,0
1,CTL,12GC,2,2,25/04/2011,NA,NA,4,6,0
1,CTL,12GC,3,2,25/04/2011,NA,NA,13,4,0
1,CTL,12GC,4,2,25/04/2011,NA,NA,8,7,0
1,CTL,13GC,1,2,25/04/2011,NA,NA,0,3,0
1,CTL,13GC,2,2,25/04/2011,NA,NA,9,8,0
1,CTL,13GC,3,2,25/04/2011,NA,NA,10,2,0
1,CTL,13GC,4,2,25/04/2011,NA,NA,13,8,0
1,CTL,14GC,1,2,25/04/2011,NA,NA,6,3,0
1,CTL,14GC,2,2,25/04/2011,NA,NA,3,4,0
1,CTL,14GC,3,2,25/04/2011,NA,NA,7,5,0
1,CTL,14GC,4,2,25/04/2011,NA,NA,4,2,0
2,OTC,21GC,1,2,25/04/2011,NA,NA,6,7,0
2,OTC,21GC,2,2,25/04/2011,NA,NA,10,6,0
2,OTC,21GC,3,2,25/04/2011,NA,NA,8,6,0
2,OTC,21GC,4,2,25/04/2011,NA,NA,10,8,0
2,OTC,22GC,1,2,25/04/2011,NA,NA,15,6,0
2,OTC,22GC,2,2,25/04/2011,NA,NA,8,3,0
2,OTC,22GC,3,2,25/04/2011,NA,NA,NA,NA,0
2,OTC,22GC,4,2,25/04/2011,NA,NA,16,6,0
2,OTC,23GC,1,2,25/04/2011,NA,NA,16,3,0
2,OTC,23GC,2,2,25/04/2011,NA,NA,5,13,0
2,OTC,23GC,3,2,25/04/2011,NA,NA,NA,NA,0
2,OTC,23GC,4,2,25/04/2011,NA,NA,13,5,0
2,OTC,24GC,1,2,25/04/2011,NA,NA,5,4,0
2,OTC,24GC,2,2,25/04/2011,NA,NA,13,5,0
2,OTC,24GC,3,2,25/04/2011,NA,NA,9,8,0
2,OTC,24GC,4,2,25/04/2011,NA,NA,10,6,0
3,CTL,31GC,1,2,25/04/2011,NA,NA,7,4,0
3,CTL,31GC,2,2,25/04/2011,NA,NA,NA,NA,0
3,CTL,31GC,3,2,25/04/2011,NA,NA,7,7,0
3,CTL,31GC,4,2,25/04/2011,NA,NA,12,4,0
3,CTL,32GC,1,2,25/04/2011,NA,NA,7,6,0
3,CTL,32GC,2,2,25/04/2011,NA,NA,10,5,0
3,CTL,32GC,3,2,25/04/2011,NA,NA,8,7,0
3,CTL,32GC,4,2,25/04/2011,NA,NA,9,6,0
3,CTL,33GC,1,2,25/04/2011,NA,NA,13,4,0
3,CTL,33GC,2,2,25/04/2011,NA,NA,8,3,0
3,CTL,33GC,3,2,25/04/2011,NA,NA,16,7,0
3,CTL,33GC,4,2,25/04/2011,NA,NA,7,3,0
3,CTL,34GC,1,2,25/04/2011,NA,NA,15,4,0
3,CTL,34GC,2,2,25/04/2011,NA,NA,10,3,0
3,CTL,34GC,3,2,25/04/2011,NA,NA,10,4,0
3,CTL,34GC,4,2,25/04/2011,NA,NA,5,3,0
4,OTC,41GC,1,2,25/04/2011,NA,NA,NA,NA,1
4,OTC,41GC,2,2,25/04/2011,NA,NA,NA,NA,1
4,OTC,41GC,3,2,25/04/2011,NA,NA,NA,NA,1
4,OTC,41GC,4,2,25/04/2011,NA,NA,NA,NA,1
4,OTC,42GC,1,2,25/04/2011,NA,NA,7,3,0
4,OTC,42GC,2,2,25/04/2011,NA,NA,2,5,0
4,OTC,42GC,3,2,25/04/2011,NA,NA,6,6,0
4,OTC,42GC,4,2,25/04/2011,NA,NA,10,7,0
4,OTC,43GC,1,2,25/04/2011,NA,NA,8,4,0
4,OTC,43GC,2,2,25/04/2011,NA,NA,5,5,0
4,OTC,43GC,3,2,25/04/2011,NA,NA,19,6,0
4,OTC,43GC,4,2,25/04/2011,NA,NA,3,4,0
4,OTC,44GC,1,2,25/04/2011,NA,NA,16,4,0
4,OTC,44GC,2,2,25/04/2011,NA,NA,18,3,0
4,OTC,44GC,3,2,25/04/2011,NA,NA,6,5,0
4,OTC,44GC,4,2,25/04/2011,NA,NA,12,3,0
5,CTL,51GC,1,2,25/04/2011,NA,NA,23,2,0
5,CTL,51GC,2,2,25/04/2011,NA,NA,5,4,0
5,CTL,51GC,3,2,25/04/2011,NA,NA,4,5,0
5,CTL,51GC,4,2,25/04/2011,NA,NA,10,2,0
5,CTL,52GC,1,2,25/04/2011,NA,NA,15,5,0
5,CTL,52GC,2,2,25/04/2011,NA,NA,NA,NA,0
5,CTL,52GC,3,2,25/04/2011,NA,NA,10,4,0
5,CTL,52GC,4,2,25/04/2011,NA,NA,8,7,0
5,CTL,53GC,1,2,25/04/2011,NA,NA,5,3,0
5,CTL,53GC,2,2,25/04/2011,NA,NA,20,6,0
5,CTL,53GC,3,2,25/04/2011,NA,NA,0,3,0
5,CTL,53GC,4,2,25/04/2011,NA,NA,10,5,0
5,CTL,54GC,1,2,25/04/2011,NA,NA,20,3,0
5,CTL,54GC,2,2,25/04/2011,NA,NA,10,4,0
5,CTL,54GC,3,2,25/04/2011,NA,NA,14,4,0
5,CTL,54GC,4,2,25/04/2011,NA,NA,20,2,0
6,OTC,61GC,1,2,25/04/2011,NA,NA,8,6,0
6,OTC,61GC,2,2,25/04/2011,NA,NA,6,7,0
6,OTC,61GC,3,2,25/04/2011,NA,NA,5,6,0
6,OTC,61GC,4,2,25/04/2011,NA,NA,12,5,0
6,OTC,62GC,1,2,25/04/2011,NA,NA,15,6,0
6,OTC,62GC,2,2,25/04/2011,NA,NA,15,4,0
6,OTC,62GC,3,2,25/04/2011,NA,NA,8,10,0
6,OTC,62GC,4,2,25/04/2011,NA,NA,9,5,0
6,OTC,63GC,1,2,25/04/2011,NA,NA,4,5,0
6,OTC,63GC,2,2,25/04/2011,NA,NA,NA,NA,0
6,OTC,63GC,3,2,25/04/2011,NA,NA,NA,NA,0
6,OTC,63GC,4,2,25/04/2011,NA,NA,7,6,0
6,OTC,64GC,1,2,25/04/2011,NA,NA,0,2,0
6,OTC,64GC,2,2,25/04/2011,NA,NA,2,2,0
6,OTC,64GC,3,2,25/04/2011,NA,NA,8,2,0
6,OTC,64GC,4,2,25/04/2011,NA,NA,21,5,0
7,CTL,71GC,1,2,25/04/2011,NA,NA,10,7,0
7,CTL,71GC,2,2,25/04/2011,NA,NA,5,3,0
7,CTL,71GC,3,2,25/04/2011,NA,NA,13,3,0
7,CTL,71GC,4,2,25/04/2011,NA,NA,5,3,0
7,CTL,72GC,1,2,25/04/2011,NA,NA,2,4,0
7,CTL,72GC,2,2,25/04/2011,NA,NA,10,4,0
7,CTL,72GC,3,2,25/04/2011,NA,NA,4,3,0
7,CTL,72GC,4,2,25/04/2011,NA,NA,4,5,0
7,CTL,73GC,1,2,25/04/2011,NA,NA,10,3,0
7,CTL,73GC,2,2,25/04/2011,NA,NA,7,3,0
7,CTL,73GC,3,2,25/04/2011,NA,NA,9,3,0
7,CTL,73GC,4,2,25/04/2011,NA,NA,7,6,0
7,CTL,74GC,1,2,25/04/2011,NA,NA,5,2,0
7,CTL,74GC,2,2,25/04/2011,NA,NA,8,6,0
7,CTL,74GC,3,2,25/04/2011,NA,NA,NA,NA,0
7,CTL,74GC,4,2,25/04/2011,NA,NA,9,3,0
8,OTC,81GC,1,2,25/04/2011,NA,NA,14,3,0
8,OTC,81GC,2,2,25/04/2011,NA,NA,7,5,0
8,OTC,81GC,3,2,25/04/2011,NA,NA,15,5,0
8,OTC,81GC,4,2,25/04/2011,NA,NA,NA,NA,0
8,OTC,82GC,1,2,25/04/2011,NA,NA,9,8,0
8,OTC,82GC,2,2,25/04/2011,NA,NA,18,2,0
8,OTC,82GC,3,2,25/04/2011,NA,NA,9,6,0
8,OTC,82GC,4,2,25/04/2011,NA,NA,9,9,0
8,OTC,83GC,1,2,25/04/2011,NA,NA,NA,NA,0
8,OTC,83GC,2,2,25/04/2011,NA,NA,7,6,0
8,OTC,83GC,3,2,25/04/2011,NA,NA,NA,NA,0
8,OTC,83GC,4,2,25/04/2011,NA,NA,3,2,0
8,OTC,84GC,1,2,25/04/2011,NA,NA,16,2,0
8,OTC,84GC,2,2,25/04/2011,NA,NA,16,5,0
8,OTC,84GC,3,2,25/04/2011,NA,NA,17,10,0
8,OTC,84GC,4,2,25/04/2011,NA,NA,8,7,0
9,CTL,91GC,1,2,25/04/2011,NA,NA,10,4,0
9,CTL,91GC,2,2,25/04/2011,NA,NA,14,4,0
9,CTL,91GC,3,2,25/04/2011,NA,NA,7,2,0
9,CTL,91GC,4,2,25/04/2011,NA,NA,4,4,0
9,CTL,92GC,1,2,25/04/2011,NA,NA,12,5,0
9,CTL,92GC,2,2,25/04/2011,NA,NA,17,5,0
9,CTL,92GC,3,2,25/04/2011,NA,NA,8,3,0
9,CTL,92GC,4,2,25/04/2011,NA,NA,10,5,0
9,CTL,93GC,1,2,25/04/2011,NA,NA,5,4,0
9,CTL,93GC,2,2,25/04/2011,NA,NA,12,3,0
9,CTL,93GC,3,2,25/04/2011,NA,NA,9,4,0
9,CTL,93GC,4,2,25/04/2011,NA,NA,7,4,0
9,CTL,94GC,1,2,25/04/2011,NA,NA,13,2,0
9,CTL,94GC,2,2,25/04/2011,NA,NA,3,3,0
9,CTL,94GC,3,2,25/04/2011,NA,NA,6,4,0
9,CTL,94GC,4,2,25/04/2011,NA,NA,2,4,0
10,OTC,101GC,1,2,25/04/2011,NA,NA,9,6,0
10,OTC,101GC,2,2,25/04/2011,NA,NA,10,3,0
10,OTC,101GC,3,2,25/04/2011,NA,NA,10,3,0
10,OTC,101GC,4,2,25/04/2011,NA,NA,NA,NA,0
10,OTC,102GC,1,2,25/04/2011,NA,NA,3,3,0
10,OTC,102GC,2,2,25/04/2011,NA,NA,NA,NA,0
10,OTC,102GC,3,2,25/04/2011,NA,NA,15,3,0
10,OTC,102GC,4,2,25/04/2011,NA,NA,15,4,0
10,OTC,103GC,1,2,25/04/2011,NA,NA,14,9,0
10,OTC,103GC,2,2,25/04/2011,NA,NA,5,4,0
10,OTC,103GC,3,2,25/04/2011,NA,NA,10,10,0
10,OTC,103GC,4,2,25/04/2011,NA,NA,10,4,0
10,OTC,104GC,1,2,25/04/2011,NA,NA,13,6,0
10,OTC,104GC,2,2,25/04/2011,NA,NA,NA,NA,0
10,OTC,104GC,3,2,25/04/2011,NA,NA,22,3,0
10,OTC,104GC,4,2,25/04/2011,NA,NA,12,4,0
11,CTL,111GC,1,2,25/04/2011,NA,NA,14,3,0
11,CTL,111GC,2,2,25/04/2011,NA,NA,8,3,0
11,CTL,111GC,3,2,25/04/2011,NA,NA,12,4,0
11,CTL,111GC,4,2,25/04/2011,NA,NA,18,8,0
11,CTL,112GC,1,2,25/04/2011,NA,NA,5,2,0
11,CTL,112GC,2,2,25/04/2011,NA,NA,5,4,0
11,CTL,112GC,3,2,25/04/2011,NA,NA,6,5,0
11,CTL,112GC,4,2,25/04/2011,NA,NA,10,2,0
11,CTL,113GC,1,2,25/04/2011,NA,NA,5,9,0
11,CTL,113GC,2,2,25/04/2011,NA,NA,10,5,0
11,CTL,113GC,3,2,25/04/2011,NA,NA,NA,NA,0
11,CTL,113GC,4,2,25/04/2011,NA,NA,10,4,0
11,CTL,114GC,1,2,25/04/2011,NA,NA,1,3,0
11,CTL,114GC,2,2,25/04/2011,NA,NA,8,4,0
11,CTL,114GC,3,2,25/04/2011,NA,NA,12,4,0
11,CTL,114GC,4,2,25/04/2011,NA,NA,9,3,0
12,OTC,121GC,1,2,25/04/2011,NA,NA,10,6,0
12,OTC,121GC,2,2,25/04/2011,NA,NA,10,7,0
12,OTC,121GC,3,2,25/04/2011,NA,NA,10,7,0
12,OTC,121GC,4,2,25/04/2011,NA,NA,NA,NA,0
12,OTC,122GC,1,2,25/04/2011,NA,NA,NA,NA,1
12,OTC,122GC,2,2,25/04/2011,NA,NA,NA,NA,1
12,OTC,122GC,3,2,25/04/2011,NA,NA,NA,NA,1
12,OTC,122GC,4,2,25/04/2011,NA,NA,NA,NA,1
12,OTC,123GC,1,2,25/04/2011,NA,NA,4,4,0
12,OTC,123GC,2,2,25/04/2011,NA,NA,10,4,0
12,OTC,123GC,3,2,25/04/2011,NA,NA,10,5,0
12,OTC,123GC,4,2,25/04/2011,NA,NA,9,2,0
12,OTC,124GC,1,2,25/04/2011,NA,NA,15,6,0
12,OTC,124GC,2,2,25/04/2011,NA,NA,13,9,0
12,OTC,124GC,3,2,25/04/2011,NA,NA,10,4,0
12,OTC,124GC,4,2,25/04/2011,NA,NA,7,3,0
13,OTC,131GC,1,2,25/04/2011,NA,NA,NA,NA,0
13,OTC,131GC,2,2,25/04/2011,NA,NA,20,10,0
13,OTC,131GC,3,2,25/04/2011,NA,NA,NA,NA,0
13,OTC,131GC,4,2,25/04/2011,NA,NA,12,7,0
13,OTC,132GC,1,2,25/04/2011,NA,NA,12,4,0
13,OTC,132GC,2,2,25/04/2011,NA,NA,NA,NA,0
13,OTC,132GC,3,2,25/04/2011,NA,NA,10,4,0
13,OTC,132GC,4,2,25/04/2011,NA,NA,NA,NA,0
13,OTC,133GC,1,2,25/04/2011,NA,NA,5,10,0
13,OTC,133GC,2,2,25/04/2011,NA,NA,4,2,0
13,OTC,133GC,3,2,25/04/2011,NA,NA,9,7,0
13,OTC,133GC,4,2,25/04/2011,NA,NA,10,4,0
13,OTC,134GC,1,2,25/04/2011,NA,NA,15,7,0
13,OTC,134GC,2,2,25/04/2011,NA,NA,13,5,0
13,OTC,134GC,3,2,25/04/2011,NA,NA,7,5,0
13,OTC,134GC,4,2,25/04/2011,NA,NA,4,3,0
14,CTL,141GC,1,2,25/04/2011,NA,NA,12,4,0
14,CTL,141GC,2,2,25/04/2011,NA,NA,12,4,0
14,CTL,141GC,3,2,25/04/2011,NA,NA,8,3,0
14,CTL,141GC,4,2,25/04/2011,NA,NA,5,1,0
14,CTL,142GC,1,2,25/04/2011,NA,NA,10,3,0
14,CTL,142GC,2,2,25/04/2011,NA,NA,NA,NA,0
14,CTL,142GC,3,2,25/04/2011,NA,NA,6,4,0
14,CTL,142GC,4,2,25/04/2011,NA,NA,4,6,0
14,CTL,143GC,1,2,25/04/2011,NA,NA,15,6,0
14,CTL,143GC,2,2,25/04/2011,NA,NA,15,2,0
14,CTL,143GC,3,2,25/04/2011,NA,NA,8,3,0
14,CTL,143GC,4,2,25/04/2011,NA,NA,9,5,0
14,CTL,144GC,1,2,25/04/2011,NA,NA,10,4,0
14,CTL,144GC,2,2,25/04/2011,NA,NA,8,2,0
14,CTL,144GC,3,2,25/04/2011,NA,NA,NA,NA,0
14,CTL,144GC,4,2,25/04/2011,NA,NA,8,4,0
15,OTC,151GC,1,2,25/04/2011,NA,NA,NA,NA,1
15,OTC,151GC,2,2,25/04/2011,NA,NA,NA,NA,1
15,OTC,151GC,3,2,25/04/2011,NA,NA,NA,NA,1
15,OTC,151GC,4,2,25/04/2011,NA,NA,NA,NA,1
15,OTC,152GC,1,2,25/04/2011,NA,NA,NA,NA,1
15,OTC,152GC,2,2,25/04/2011,NA,NA,NA,NA,1
15,OTC,152GC,3,2,25/04/2011,NA,NA,NA,NA,1
15,OTC,152GC,4,2,25/04/2011,NA,NA,NA,NA,1
15,OTC,153GC,1,2,25/04/2011,NA,NA,10,12,0
15,OTC,153GC,2,2,25/04/2011,NA,NA,8,9,0
15,OTC,153GC,3,2,25/04/2011,NA,NA,10,6,0
15,OTC,153GC,4,2,25/04/2011,NA,NA,NA,NA,0
15,OTC,154GC,1,2,25/04/2011,NA,NA,7,5,0
15,OTC,154GC,2,2,25/04/2011,NA,NA,6,7,0
15,OTC,154GC,3,2,25/04/2011,NA,NA,2,4,0
15,OTC,154GC,4,2,25/04/2011,NA,NA,13,10,0
16,CTL,161GC,1,2,25/04/2011,NA,NA,7,2,0
16,CTL,161GC,2,2,25/04/2011,NA,NA,8,4,0
16,CTL,161GC,3,2,25/04/2011,NA,NA,20,4,0
16,CTL,161GC,4,2,25/04/2011,NA,NA,NA,NA,0
16,CTL,162GC,1,2,25/04/2011,NA,NA,0,3,0
16,CTL,162GC,2,2,25/04/2011,NA,NA,2,4,0
16,CTL,162GC,3,2,25/04/2011,NA,NA,0,6,0
16,CTL,162GC,4,2,25/04/2011,NA,NA,8,8,0
16,CTL,163GC,1,2,25/04/2011,NA,NA,6,3,0
16,CTL,163GC,2,2,25/04/2011,NA,NA,7,6,0
16,CTL,163GC,3,2,25/04/2011,NA,NA,NA,NA,0
16,CTL,163GC,4,2,25/04/2011,NA,NA,12,4,0
16,CTL,164GC,1,2,25/04/2011,NA,NA,NA,NA,0
16,CTL,164GC,2,2,25/04/2011,NA,NA,6,4,0
16,CTL,164GC,3,2,25/04/2011,NA,NA,15,2,0
16,CTL,164GC,4,2,25/04/2011,NA,NA,7,5,0
17,OTC,171GC,1,2,25/04/2011,NA,NA,10,9,0
17,OTC,171GC,2,2,25/04/2011,NA,NA,7,5,0
17,OTC,171GC,3,2,25/04/2011,NA,NA,10,5,0
17,OTC,171GC,4,2,25/04/2011,NA,NA,2,2,0
17,OTC,172GC,1,2,25/04/2011,NA,NA,6,3,0
17,OTC,172GC,2,2,25/04/2011,NA,NA,10,4,0
17,OTC,172GC,3,2,25/04/2011,NA,NA,8,10,0
17,OTC,172GC,4,2,25/04/2011,NA,NA,17,3,0
17,OTC,173GC,1,2,25/04/2011,NA,NA,17,4,0
17,OTC,173GC,2,2,25/04/2011,NA,NA,6,6,0
17,OTC,173GC,3,2,25/04/2011,NA,NA,NA,NA,0
17,OTC,173GC,4,2,25/04/2011,NA,NA,15,5,0
17,OTC,174GC,1,2,25/04/2011,NA,NA,8,7,0
17,OTC,174GC,2,2,25/04/2011,NA,NA,12,4,0
17,OTC,174GC,3,2,25/04/2011,NA,NA,NA,NA,0
17,OTC,174GC,4,2,25/04/2011,NA,NA,9,5,0
18,CTL,181GC,1,2,25/04/2011,NA,NA,NA,NA,1
18,CTL,181GC,2,2,25/04/2011,NA,NA,NA,NA,1
18,CTL,181GC,3,2,25/04/2011,NA,NA,NA,NA,1
18,CTL,181GC,4,2,25/04/2011,NA,NA,NA,NA,1
18,CTL,182GC,1,2,25/04/2011,NA,NA,12,6,0
18,CTL,182GC,2,2,25/04/2011,NA,NA,7,5,0
18,CTL,182GC,3,2,25/04/2011,NA,NA,10,5,0
18,CTL,182GC,4,2,25/04/2011,NA,NA,8,5,0
18,CTL,183GC,1,2,25/04/2011,NA,NA,10,8,0
18,CTL,183GC,2,2,25/04/2011,NA,NA,3,3,0
18,CTL,183GC,3,2,25/04/2011,NA,NA,4,5,0
18,CTL,183GC,4,2,25/04/2011,NA,NA,5,4,0
18,CTL,184GC,1,2,25/04/2011,NA,NA,NA,NA,0
18,CTL,184GC,2,2,25/04/2011,NA,NA,6,3,0
18,CTL,184GC,3,2,25/04/2011,NA,NA,10,3,0
18,CTL,184GC,4,2,25/04/2011,NA,NA,6,2,0
19,CTL,191GC,1,2,25/04/2011,NA,NA,12,7,0
19,CTL,191GC,2,2,25/04/2011,NA,NA,3,3,0
19,CTL,191GC,3,2,25/04/2011,NA,NA,6,8,0
19,CTL,191GC,4,2,25/04/2011,NA,NA,10,6,0
19,CTL,192GC,1,2,25/04/2011,NA,NA,20,5,0
19,CTL,192GC,2,2,25/04/2011,NA,NA,NA,NA,0
19,CTL,192GC,3,2,25/04/2011,NA,NA,7,7,0
19,CTL,192GC,4,2,25/04/2011,NA,NA,9,4,0
19,CTL,193GC,1,2,25/04/2011,NA,NA,7,5,0
19,CTL,193GC,2,2,25/04/2011,NA,NA,8,5,0
19,CTL,193GC,3,2,25/04/2011,NA,NA,NA,NA,0
19,CTL,193GC,4,2,25/04/2011,NA,NA,5,4,0
19,CTL,194GC,1,2,25/04/2011,NA,NA,NA,NA,0
19,CTL,194GC,2,2,25/04/2011,NA,NA,13,4,0
19,CTL,194GC,3,2,25/04/2011,NA,NA,15,4,0
19,CTL,194GC,4,2,25/04/2011,NA,NA,13,4,0
20,OTC,201GC,1,2,25/04/2011,NA,NA,NA,NA,0
20,OTC,201GC,2,2,25/04/2011,NA,NA,NA,NA,0
20,OTC,201GC,3,2,25/04/2011,NA,NA,8,9,0
20,OTC,201GC,4,2,25/04/2011,NA,NA,NA,NA,0
20,OTC,202GC,1,2,25/04/2011,NA,NA,17,2,0
20,OTC,202GC,2,2,25/04/2011,NA,NA,NA,NA,0
20,OTC,202GC,3,2,25/04/2011,NA,NA,10,3,0
20,OTC,202GC,4,2,25/04/2011,NA,NA,17,6,0
20,OTC,203GC,1,2,25/04/2011,NA,NA,23,1,0
